City,County,Credit Score,State
Anita,Cass County,715.0,Iowa
Rockwell City,Calhoun County,715.0,Iowa
Grinnell,Poweshiek County,715.0,Iowa
Radcliffe,Hardin County,715.0,Iowa
Montezuma,Poweshiek County,714.0,Iowa
Gladbrook,Tama County,714.0,Iowa
Kanawha,Hancock County,714.0,Iowa
Spencer,Clay County,714.0,Iowa
Harlan,Shelby County,714.0,Iowa
Griswold,Cass County,714.0,Iowa
Forest City,Winnebago County,714.0,Iowa
North English,Iowa County,714.0,Iowa
Walcott,Scott County,714.0,Iowa
Brooklyn,Poweshiek County,714.0,Iowa
Allison,Butler County,713.0,Iowa
Alta,Buena Vista County,713.0,Iowa
Carson,Pottawattamie County,713.0,Iowa
Sabula,Jackson County,713.0,Iowa
Stratford,Hamilton County,713.0,Iowa
West Union,Fayette County,713.0,Iowa
Delmar,Clinton County,713.0,Iowa
Hiawatha,Linn County,713.0,Iowa
Lake Mills,Winnebago County,712.0,Iowa
Mediapolis,Des Moines County,712.0,Iowa
Lone Tree,Johnson County,712.0,Iowa
Gilman,Marshall County,712.0,Iowa
Milo,Warren County,712.0,Iowa
Rockford,Floyd County,712.0,Iowa
Walnut,Pottawattamie County,712.0,Iowa
Dubuque,Dubuque County,712.0,Iowa
Greenfield,Adair County,711.0,Iowa
Kingsley,Plymouth County,711.0,Iowa
Monona,Clayton County,711.0,Iowa
Sloan,Woodbury County,711.0,Iowa
Gowrie,Webster County,711.0,Iowa
Cherokee,Cherokee County,711.0,Iowa
Tripoli,Bremer County,711.0,Iowa
Van Horne,Benton County,710.0,Iowa
Clarion,Wright County,710.0,Iowa
Letts,Louisa County,710.0,Iowa
Montrose,Lee County,710.0,Iowa
Ackley,Hardin County,709.0,Iowa
Carlisle,Warren County,709.0,Iowa
Colo,Story County,709.0,Iowa
Fonda,Pocahontas County,709.0,Iowa
Corning,Adams County,708.0,Iowa
Atlantic,Cass County,708.0,Iowa
Shelby,Shelby County,708.0,Iowa
Melbourne,Marshall County,707.0,Iowa
Nevada,Story County,707.0,Iowa
Jewell,Hamilton County,707.0,Iowa
Madrid,Boone County,707.0,Iowa
Afton,Union County,707.0,Iowa
Lacona,Warren County,707.0,Iowa
Wyoming,Jones County,707.0,Iowa
Exira,Audubon County,706.0,Iowa
Independence,Buchanan County,706.0,Iowa
Woodbine,Harrison County,706.0,Iowa
Merrill,Plymouth County,706.0,Iowa
Bloomfield,Davis County,706.0,Iowa
Kellogg,Jasper County,706.0,Iowa
Anamosa,Jones County,705.0,Iowa
New London,Henry County,705.0,Iowa
Keosauqua,Van Buren County,705.0,Iowa
Dexter,Dallas County,705.0,Iowa
Nashua,Chickasaw County,705.0,Iowa
Mechanicsville,Cedar County,705.0,Iowa
Mapleton,Monona County,705.0,Iowa
Sac City,Sac County,705.0,Iowa
Essex,Page County,705.0,Iowa
Vinton,Benton County,704.0,Iowa
Mount Ayr,Ringgold County,704.0,Iowa
Wilton,Cedar County,704.0,Iowa
Iowa Falls,Hardin County,704.0,Iowa
Clarence,Cedar County,704.0,Iowa
Adair,Guthrie County,704.0,Iowa
Ogden,Boone County,704.0,Iowa
Avoca,Pottawattamie County,704.0,Iowa
Monroe,Jasper County,703.0,Iowa
Schleswig,Crawford County,703.0,Iowa
Shellsburg,Benton County,703.0,Iowa
Glenwood,Mills County,703.0,Iowa
Baxter,Jasper County,703.0,Iowa
Traer,Tama County,702.0,Iowa
Woodward,Dallas County,702.0,Iowa
Cedar Rapids,Linn County,702.0,Iowa
Logan,Harrison County,701.0,Iowa
New Hartford,Butler County,701.0,Iowa
Russell,Lucas County,701.0,Iowa
Dows,Wright County,701.0,Iowa
Wheatland,Clinton County,701.0,Iowa
Belmond,Wright County,701.0,Iowa
Lenox,Taylor County,700.0,Iowa
Ruthven,Palo Alto County,700.0,Iowa
Jefferson,Greene County,700.0,Iowa
Albert City,Buena Vista County,700.0,Iowa
Charter Oak,Crawford County,700.0,Iowa
Winterset,Madison County,700.0,Iowa
Dayton,Webster County,700.0,Iowa
Hawkeye,Fayette County,700.0,Iowa
Fairfield,Jefferson County,699.0,Iowa
Correctionville,Woodbury County,699.0,Iowa
Missouri Valley,Harrison County,699.0,Iowa
Ainsworth,Washington County,699.0,Iowa
Villisca,Montgomery County,699.0,Iowa
Malvern,Mills County,699.0,Iowa
Hawarden,Sioux County,698.0,Iowa
Battle Creek,Ida County,698.0,Iowa
Camanche,Clinton County,698.0,Iowa
Pleasantville,Marion County,698.0,Iowa
Sioux Rapids,Buena Vista County,698.0,Iowa
Boone,Boone County,698.0,Iowa
Charles City,Floyd County,698.0,Iowa
Fayette,Fayette County,698.0,Iowa
Maquoketa,Jackson County,698.0,Iowa
Akron,Plymouth County,698.0,Iowa
Northwood,Worth County,697.0,Iowa
Pacific Junction,Mills County,697.0,Iowa
Fontanelle,Adair County,697.0,Iowa
Clarinda,Page County,697.0,Iowa
Guthrie Center,Guthrie County,697.0,Iowa
Alden,Hardin County,697.0,Iowa
Marengo,Iowa County,696.0,Iowa
Bedford,Taylor County,696.0,Iowa
Mount Pleasant,Henry County,696.0,Iowa
Blairstown,Benton County,696.0,Iowa
Scranton,Greene County,696.0,Iowa
Redfield,Dallas County,695.0,Iowa
Marshalltown,Marshall County,695.0,Iowa
Estherville,Emmet County,695.0,Iowa
Tabor,Fremont County,695.0,Iowa
Webster City,Hamilton County,694.0,Iowa
Farmington,Van Buren County,694.0,Iowa
Newell,Buena Vista County,694.0,Iowa
Colfax,Jasper County,694.0,Iowa
Wapello,Louisa County,694.0,Iowa
Hamburg,Fremont County,693.0,Iowa
Oskaloosa,Mahaska County,693.0,Iowa
Laurens,Pocahontas County,693.0,Iowa
Hedrick,Keokuk County,693.0,Iowa
Anthon,Woodbury County,693.0,Iowa
Eldora,Hardin County,693.0,Iowa
Morning Sun,Louisa County,692.0,Iowa
Rolfe,Pocahontas County,692.0,Iowa
Corydon,Wayne County,691.0,Iowa
Graettinger,Palo Alto County,691.0,Iowa
Hampton,Franklin County,691.0,Iowa
Knoxville,Marion County,691.0,Iowa
Stuart,Adair County,690.0,Iowa
Olin,Jones County,690.0,Iowa
Manly,Worth County,690.0,Iowa
Murray,Clarke County,690.0,Iowa
Eagle Grove,Wright County,690.0,Iowa
Chariton,Lucas County,690.0,Iowa
Albia,Monroe County,690.0,Iowa
Moulton,Appanoose County,690.0,Iowa
Washington,Washington County,689.0,Iowa
Batavia,Jefferson County,689.0,Iowa
Fort Dodge,Webster County,689.0,Iowa
Leon,Decatur County,689.0,Iowa
Brighton,Jefferson County,689.0,Iowa
Shenandoah,Page County,689.0,Iowa
Columbus Junction,Louisa County,689.0,Iowa
Mason City,Cerro Gordo County,688.0,Iowa
Lamoni,Decatur County,688.0,Iowa
Winfield,Henry County,688.0,Iowa
Creston,Union County,688.0,Iowa
Dumont,Butler County,687.0,Iowa
West Burlington,Des Moines County,687.0,Iowa
Whiting,Monona County,687.0,Iowa
Oakland,Pottawattamie County,686.0,Iowa
West Liberty,Muscatine County,686.0,Iowa
Mitchellville,Polk County,685.0,Iowa
Fort Madison,Lee County,685.0,Iowa
Eddyville,Wapello County,685.0,Iowa
Newton,Jasper County,685.0,Iowa
Melcher Dallas,Marion County,685.0,Iowa
What Cheer,Keokuk County,684.0,Iowa
Muscatine,Muscatine County,684.0,Iowa
Storm Lake,Buena Vista County,684.0,Iowa
Belle Plaine,Benton County,684.0,Iowa
Onawa,Monona County,684.0,Iowa
Toledo,Tama County,683.0,Iowa
Sidney,Fremont County,683.0,Iowa
Burlington,Des Moines County,682.0,Iowa
Denison,Crawford County,682.0,Iowa
Red Oak,Montgomery County,682.0,Iowa
Seymour,Wayne County,682.0,Iowa
Oelwein,Fayette County,681.0,Iowa
Osceola,Clarke County,681.0,Iowa
Centerville,Appanoose County,681.0,Iowa
Postville,Allamakee County,678.0,Iowa
Perry,Dallas County,677.0,Iowa
Clinton,Clinton County,676.0,Iowa
Ottumwa,Wapello County,675.0,Iowa
Council Bluffs,Pottawattamie County,675.0,Iowa
Waterloo,Black Hawk County,674.0,Iowa
Davenport,Scott County,674.0,Iowa
Grand Junction,Greene County,673.0,Iowa
Des Moines,Polk County,671.0,Iowa
Evansdale,Black Hawk County,670.0,Iowa
Eldon,Wapello County,670.0,Iowa
Sioux City,Woodbury County,670.0,Iowa
Hazleton,Buchanan County,667.0,Iowa
Keokuk,Lee County,667.0,Iowa
Tama,Tama County,656.0,Iowa
Carter Lake,Pottawattamie County,652.0,Iowa
Norwich,Windsor,770.0,Vermont
Shelburne,Chittenden,761.0,Vermont
Charlotte,Chittenden,760.0,Vermont
Jericho,Chittenden,758.0,Vermont
Moretown,Washington,757.0,Vermont
Williston,Chittenden,756.0,Vermont
Underhill,Chittenden,753.0,Vermont
Waterbury Center,Washington,752.0,Vermont
Westford,Chittenden,752.0,Vermont
South Hero,Grand Isle,751.0,Vermont
Cuttingsville,Rutland,751.0,Vermont
Thetford Center,Orange,748.0,Vermont
South Burlington,Chittenden,747.0,Vermont
Woodstock,Windsor,747.0,Vermont
Essex Junction,Chittenden,746.0,Vermont
Richmond,Chittenden,745.0,Vermont
North Ferrisburgh,Addison,744.0,Vermont
Montpelier,Washington,741.0,Vermont
Worcester,Washington,741.0,Vermont
Hinesburg,Chittenden,740.0,Vermont
Huntington,Chittenden,740.0,Vermont
Waitsfield,Washington,739.0,Vermont
East Montpelier,Washington,739.0,Vermont
Dorset,Bennington,738.0,Vermont
Middlebury,Addison,736.0,Vermont
East Calais,Washington,736.0,Vermont
Putney,Windham,734.0,Vermont
Fairfax,Franklin,732.0,Vermont
Barnet,Caledonia,732.0,Vermont
New Haven,Addison,731.0,Vermont
Wallingford,Rutland,729.0,Vermont
Danville,Caledonia,729.0,Vermont
Stowe,Lamoille,728.0,Vermont
Hartland,Windsor,728.0,Vermont
Warren,Washington,728.0,Vermont
Randolph Center,Orange,728.0,Vermont
Brookfield,Orange,728.0,Vermont
Craftsbury,Orleans,728.0,Vermont
Ferrisburgh,Addison,727.0,Vermont
Fairfield,Franklin,725.0,Vermont
Cambridge,Franklin,724.0,Vermont
Chelsea,Orange,724.0,Vermont
Shoreham,Addison,723.0,Vermont
Colchester,Chittenden,722.4115548,Vermont
Perkinsville,Windsor,722.0,Vermont
East Fairfield,Franklin,722.0,Vermont
Bridport,Addison,721.0,Vermont
Tunbridge,Orange,721.0,Vermont
Salisbury,Addison,721.0,Vermont
Cabot,Washington,721.0,Vermont
Waterbury,Washington,720.0,Vermont
Newfane,Windham,720.0,Vermont
Bristol,Addison,719.0,Vermont
Arlington,Bennington,719.0,Vermont
Pittsford,Rutland,719.0,Vermont
Shaftsbury,Bennington,719.0,Vermont
Grand Isle,Grand Isle,719.0,Vermont
Fairlee,Orange,719.0,Vermont
Vernon,Windham,718.0,Vermont
Castleton,Rutland,717.0,Vermont
Plainfield,Washington,717.0,Vermont
Franklin,Franklin,717.0,Vermont
Vergennes,Addison,716.0,Vermont
Milton,Chittenden,715.0,Vermont
Londonderry,Windham,715.0,Vermont
Orwell,Addison,715.0,Vermont
Townshend,Windham,715.0,Vermont
Newbury,Orange,714.0,Vermont
Washington,Orange,713.0,Vermont
Wells,Rutland,712.0,Vermont
Corinth,Orange,712.0,Vermont
Bethel,Windsor,711.0,Vermont
Chester,Windsor,710.0,Vermont
Jeffersonville,Lamoille,710.0,Vermont
Marshfield,Washington,710.0,Vermont
Manchester Center,Bennington,709.0,Vermont
East Hardwick,Caledonia,709.0,Vermont
Northfield,Washington,708.0,Vermont
North Clarendon,Rutland,708.0,Vermont
Sharon,Windsor,708.0,Vermont
Burlington,Chittenden,707.5095928999999,Vermont
Randolph,Orange,706.0,Vermont
Starksboro,Addison,706.0,Vermont
Derby,Orleans,705.0,Vermont
Irasburg,Orleans,705.0,Vermont
White River Junction,Windsor,704.0,Vermont
Wilmington,Windham,704.0,Vermont
Ludlow,Windsor,704.0,Vermont
Rochester,Windsor,703.0,Vermont
Hyde Park,Lamoille,702.0,Vermont
North Bennington,Bennington,702.0,Vermont
South Royalton,Windsor,701.0,Vermont
Brattleboro,Windham,700.0,Vermont
Morrisville,Lamoille,700.0,Vermont
Groton,Caledonia,700.0,Vermont
Danby,Rutland,699.0,Vermont
Brandon,Rutland,697.0,Vermont
Enosburg Falls,Franklin,697.0,Vermont
Sheldon,Franklin,696.0,Vermont
West Rutland,Rutland,694.0,Vermont
Glen Dale,Marshall,729.0,West Virginia
Bridgeport,Harrison,727.0,West Virginia
Washington,Wood,725.0,West Virginia
Scott Depot,Putnam,721.0,West Virginia
Upper Tract,Pendleton,716.0,West Virginia
Shepherdstown,Jefferson,710.0,West Virginia
Winfield,Putnam,709.0,West Virginia
Franklin,Pendleton,708.0,West Virginia
Mount Clare,Harrison,708.0,West Virginia
Valley Grove,Ohio,707.0,West Virginia
Williamstown,Wood,706.0,West Virginia
Maysville,Grant,704.0,West Virginia
Daniels,Raleigh,702.0,West Virginia
Colliers,Brooke,700.0,West Virginia
Davis,Tucker,700.0,West Virginia
Liberty,Putnam,699.0,West Virginia
Bethany,Brooke,699.0,West Virginia
Bruceton Mills,Preston,698.0,West Virginia
Independence,Preston,698.0,West Virginia
New Creek,Mineral,697.0,West Virginia
Shenandoah Junction,Jefferson,696.0,West Virginia
Lewisburg,Greenbrier,695.0,West Virginia
Le Roy,Jackson,695.0,West Virginia
Capon Bridge,Hampshire,694.0,West Virginia
Moatsville,Barbour,692.0,West Virginia
Burlington,Mineral,691.0,West Virginia
Sandyville,Jackson,691.0,West Virginia
Hurricane,Putnam,690.0,West Virginia
Ridgeley,Mineral,690.0,West Virginia
Mineral Wells,Wood,690.0,West Virginia
Fort Ashby,Mineral,690.0,West Virginia
Mathias,Hardy,690.0,West Virginia
Triadelphia,Ohio,689.0,West Virginia
Mount Storm,Grant,689.0,West Virginia
Albright,Preston,688.0,West Virginia
Morgantown,Monongalia,687.3789062999999,West Virginia
Vienna,Wood,687.0,West Virginia
Letart,Mason,687.0,West Virginia
Evans,Jackson,687.0,West Virginia
Aurora,Preston,687.0,West Virginia
Harrisville,Ritchie,686.0,West Virginia
Salem,Doddridge,685.0,West Virginia
Fraziers Bottom,Putnam,685.0,West Virginia
Renick,Greenbrier,685.0,West Virginia
Cairo,Ritchie,685.0,West Virginia
Cameron,Marshall,684.0,West Virginia
Belleville,Wood,684.0,West Virginia
West Liberty,Ohio,684.0,West Virginia
Wheeling,Ohio,683.0,West Virginia
Kenna,Jackson,683.0,West Virginia
Friendly,Tyler,683.0,West Virginia
Fairmont,Marion,682.0,West Virginia
Hillsboro,Pocahontas,682.0,West Virginia
Lindside,Monroe,681.0,West Virginia
Summit Point,Jefferson,681.0,West Virginia
Brandywine,Pendleton,681.0,West Virginia
Buckhannon,Upshur,680.0,West Virginia
South Charleston,Kanawha,680.0,West Virginia
Charles Town,Jefferson,680.0,West Virginia
Harpers Ferry,Jefferson,680.0,West Virginia
New Martinsville,Wetzel,680.0,West Virginia
Wellsburg,Brooke,680.0,West Virginia
Parsons,Tucker,680.0,West Virginia
Red House,Putnam,680.0,West Virginia
Frankford,Greenbrier,680.0,West Virginia
Ripley,Jackson,679.0,West Virginia
Romney,Hampshire,679.0,West Virginia
Terra Alta,Preston,679.0,West Virginia
Waverly,Wood,679.0,West Virginia
Proctor,Marshall,679.0,West Virginia
Athens,Mercer,679.0,West Virginia
Jumping Branch,Summers,679.0,West Virginia
Canvas,Nicholas,679.0,West Virginia
Pine Grove,Wetzel,679.0,West Virginia
Berkeley Springs,Morgan,678.0,West Virginia
Ona,Cabell,678.0,West Virginia
Shady Spring,Raleigh,678.0,West Virginia
Lost Creek,Harrison,678.0,West Virginia
Reedsville,Preston,678.0,West Virginia
Lavalette,Wayne,678.0,West Virginia
Union,Monroe,678.0,West Virginia
Foster,Boone,678.0,West Virginia
Baker,Hardy,678.0,West Virginia
New Cumberland,Hancock,677.0,West Virginia
Fairview,Monongalia,677.0,West Virginia
Jane Lew,Lewis,677.0,West Virginia
Marlinton,Pocahontas,677.0,West Virginia
Walker,Wood,677.0,West Virginia
Springfield,Hampshire,677.0,West Virginia
Thornton,Taylor,677.0,West Virginia
Jacksonburg,Wetzel,677.0,West Virginia
Moundsville,Marshall,676.0,West Virginia
Elkview,Kanawha,676.0,West Virginia
Grafton,Taylor,676.0,West Virginia
Falling Waters,Berkeley,676.0,West Virginia
Fayetteville,Fayette,676.0,West Virginia
Petersburg,Grant,676.0,West Virginia
Kingwood,Preston,676.0,West Virginia
Peterstown,Monroe,676.0,West Virginia
Davisville,Wood,676.0,West Virginia
Great Cacapon,Morgan,676.0,West Virginia
Montrose,Randolph,676.0,West Virginia
Littleton,Wetzel,676.0,West Virginia
Weirton,Hancock,675.0,West Virginia
Barboursville,Cabell,675.0,West Virginia
Keyser,Mineral,675.0,West Virginia
Milton,Cabell,675.0,West Virginia
Beaver,Raleigh,675.0,West Virginia
Saint Marys,Pleasants,675.0,West Virginia
Culloden,Cabell,675.0,West Virginia
Chester,Hancock,675.0,West Virginia
Rivesville,Marion,675.0,West Virginia
Paden City,Wetzel,675.0,West Virginia
Buffalo,Putnam,675.0,West Virginia
Sinks Grove,Monroe,675.0,West Virginia
Volga,Barbour,675.0,West Virginia
Lerona,Mercer,675.0,West Virginia
Hedgesville,Berkeley,674.0,West Virginia
Philippi,Barbour,674.0,West Virginia
Tunnelton,Preston,674.0,West Virginia
Sistersville,Tyler,674.0,West Virginia
Cool Ridge,Raleigh,674.0,West Virginia
Farmington,Marion,674.0,West Virginia
Flemington,Taylor,674.0,West Virginia
Eleanor,Putnam,674.0,West Virginia
Follansbee,Brooke,673.0,West Virginia
Shinnston,Harrison,673.0,West Virginia
West Union,Doddridge,673.0,West Virginia
Alum Creek,Kanawha,673.0,West Virginia
Wardensville,Hardy,673.0,West Virginia
Mount Nebo,Nicholas,673.0,West Virginia
Mount Lookout,Nicholas,673.0,West Virginia
Ravenswood,Jackson,672.0,West Virginia
Ronceverte,Greenbrier,672.0,West Virginia
Lumberport,Harrison,672.0,West Virginia
Crab Orchard,Raleigh,672.0,West Virginia
Middlebourne,Tyler,672.0,West Virginia
Hico,Fayette,672.0,West Virginia
Charleston,Kanawha,671.6212576,West Virginia
Summersville,Nicholas,671.0,West Virginia
Kenova,Wayne,671.0,West Virginia
Masontown,Preston,671.0,West Virginia
Meadow Bridge,Fayette,671.0,West Virginia
Ballard,Monroe,671.0,West Virginia
Cottageville,Jackson,671.0,West Virginia
Crawley,Greenbrier,671.0,West Virginia
Harman,Randolph,671.0,West Virginia
Saint Albans,Kanawha,670.0,West Virginia
Elkins,Randolph,670.0,West Virginia
Point Pleasant,Mason,670.0,West Virginia
Stilwell,Johnson,760.0,Kansas
Berryton,Shawnee,752.0,Kansas
Hesston,Harvey,750.0,Kansas
Seneca,Nemaha,748.0,Kansas
Tecumseh,Shawnee,744.0,Kansas
Colwich,Sedgwick,740.0,Kansas
Sabetha,Nemaha,738.0,Kansas
Silver Lake,Shawnee,733.0,Kansas
Moundridge,McPherson,728.0,Kansas
Inman,McPherson,727.0,Kansas
Hillsboro,Marion,725.0,Kansas
Buhler,Reno,723.0,Kansas
Lindsborg,McPherson,721.0,Kansas
Saint Marys,Pottawatomie,720.0,Kansas
Goddard,Sedgwick,719.0,Kansas
Rose Hill,Butler,718.0,Kansas
Wakeeney,Trego,718.0,Kansas
Spring Hill,Miami,717.0,Kansas
Clearwater,Sedgwick,716.0,Kansas
Marysville,Marshall,716.0,Kansas
Olathe,Johnson,715.6202208,Kansas
Mission,Johnson,715.3855576000001,Kansas
Wamego,Pottawatomie,715.0,Kansas
Benton,Butler,715.0,Kansas
Linwood,Leavenworth,714.0,Kansas
Valley Center,Sedgwick,713.0,Kansas
Valley Falls,Jefferson,713.0,Kansas
Marion,Marion,712.0,Kansas
Ellis,Trego,712.0,Kansas
Hoyt,Jackson,712.0,Kansas
Conway Springs,Sumner,711.0,Kansas
Saint Francis,Cheyenne,711.0,Kansas
Derby,Sedgwick,710.0,Kansas
Maize,Sedgwick,710.0,Kansas
Mcpherson,McPherson,709.0,Kansas
Meriden,Jefferson,709.0,Kansas
Ellinwood,Barton,709.0,Kansas
Overland Park,Johnson,708.111868,Kansas
Colby,Thomas,708.0,Kansas
Clay Center,Clay,708.0,Kansas
Manhattan,Riley,707.400572,Kansas
Paola,Miami,707.0,Kansas
Saint George,Pottawatomie,706.0,Kansas
Haven,Reno,706.0,Kansas
Burlington,Coffey,705.0,Kansas
Perry,Jefferson,705.0,Kansas
Tonganoxie,Leavenworth,703.0,Kansas
Columbus,Cherokee,703.0,Kansas
Mc Louth,Jefferson,703.0,Kansas
Oakley,Logan,703.0,Kansas
Smith Center,Smith,703.0,Kansas
Lenexa,Johnson,702.543375,Kansas
Sterling,Rice,702.0,Kansas
Overbrook,Osage,702.0,Kansas
Halstead,Harvey,701.0,Kansas
Minneapolis,Ottawa,701.0,Kansas
Lawrence,Douglas,700.4319404,Kansas
Prairie Village,Johnson,700.0,Kansas
Ellsworth,Ellsworth,700.0,Kansas
Beloit,Mitchell,699.0,Kansas
Scott City,Scott,698.0,Kansas
Sedgwick,Harvey,698.0,Kansas
Norton,Norton,697.0,Kansas
Wellsville,Franklin,697.0,Kansas
Phillipsburg,Phillips,697.0,Kansas
Oskaloosa,Jefferson,696.0,Kansas
Ozawkie,Jefferson,696.0,Kansas
Oberlin,Decatur,696.0,Kansas
Abilene,Dickinson,695.0,Kansas
Council Grove,Morris,695.0,Kansas
Lansing,Leavenworth,694.0,Kansas
Douglass,Butler,694.0,Kansas
Herington,Morris,694.0,Kansas
Mulvane,Sumner,693.0,Kansas
Eudora,Douglas,693.0,Kansas
Holton,Jackson,693.0,Kansas
Basehor,Leavenworth,692.0,Kansas
Girard,Crawford,692.0,Kansas
Towanda,Butler,692.0,Kansas
Edgerton,Johnson,692.0,Kansas
Meade,Meade,691.0,Kansas
Newton,Harvey,690.0,Kansas
Augusta,Butler,690.0,Kansas
Osage City,Osage,690.0,Kansas
Cimarron,Gray,690.0,Kansas
Belleville,Republic,690.0,Kansas
Garnett,Anderson,689.0,Kansas
Hiawatha,Brown,689.0,Kansas
Kingman,Kingman,689.0,Kansas
Harper,Harper,689.0,Kansas
Eureka,Greenwood,688.0,Kansas
Plainville,Rooks,687.0,Kansas
